Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
                0.00    0.01 1000000/1000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
                0.00    0.00 1000000/2000000     std::vector<int, std::allocator<int> >::operator[](unsigned long) [15]
                0.00    0.00       3/3           Chrono::Chrono() [82]
                0.00    0.00       3/3           Chrono::start() [81]
                0.00    0.00       3/3           Chrono::stop() [80]
                0.00    0.00       3/3           Chrono::elapsedMilliseconds() const [86]
                0.00    0.00       3/3           Chrono::~Chrono() [83]
                0.00    0.00       1/1           TimePrinter::printCurrentTime() [128]
                0.00    0.00       1/1           SystemConfiguration::SystemConfiguration() [132]
                0.00    0.00       1/1           SystemConfiguration::getOperatingSystem[abi:cxx11]() const [143]
                0.00    0.00       1/1           SystemConfiguration::getNumCPUCores() const [141]
                0.00    0.00       1/1           SystemConfiguration::getTotalMemory() const [142]
                0.00    0.00       1/1           MemoryIntensiveCalculator::generateLargeMatrix(int, int) [134]
                0.00    0.00       1/2           std::allocator<int>::allocator() [106]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [115]
                0.00    0.00       1/2010        std::allocator<int>::~allocator() [21]
                0.00    0.00       1/1           std::random_device::random_device() [155]
                0.00    0.00       1/1           std::random_device::operator()() [157]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [163]
                0.00    0.00       1/1           std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [165]
                0.00    0.00       1/1           ComputationalIntensiveTask::ComputationalIntensiveTask(std::vector<int, std::allocator<int> > const&) [136]
                0.00    0.00       1/1           ComputationalIntensiveTask::computeTask() [135]
                0.00    0.00       1/1           BranchIntensiveTask::BranchIntensiveTask(std::vector<int, std::allocator<int> > const&) [130]
                0.00    0.00       1/1           BranchIntensiveTask::computeTask() [129]
                0.00    0.00       1/1           BranchIntensiveTask::~BranchIntensiveTask() [131]
                0.00    0.00       1/1           ComputationalIntensiveTask::~ComputationalIntensiveTask() [137]
                0.00    0.00       1/1           std::random_device::~random_device() [156]
                0.00    0.00       1/1004        std::vector<int, std::allocator<int> >::~vector() [45]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [170]
                0.00    0.00       1/1           SystemConfiguration::~SystemConfiguration() [133]
-----------------------------------------------
                0.00    0.01 1000000/1000000     main [1]
[2]    100.0    0.00    0.01 1000000         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
                0.01    0.00 1000000/1000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [3]
-----------------------------------------------
                0.01    0.00 1000000/1000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [2]
[3]    100.0    0.01    0.00 1000000         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [3]
                0.00    0.00 2000000/2000000     std::uniform_int_distribution<int>::param_type::a() const [14]
                0.00    0.00 1000000/1000000     std::uniform_int_distribution<int>::param_type::b() const [16]
                0.00    0.00 1000000/1000000     unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [18]
-----------------------------------------------
                0.00    0.00 4000004/4000004     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [11]
[10]     0.0    0.00    0.00 4000004         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [10]
-----------------------------------------------
                0.00    0.00 1000001/2000002     BranchIntensiveTask::computeTask() [129]
                0.00    0.00 1000001/2000002     ComputationalIntensiveTask::computeTask() [135]
[11]     0.0    0.00    0.00 2000002         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [11]
                0.00    0.00 4000004/4000004     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [10]
-----------------------------------------------
                0.00    0.00 1000000/2000000     BranchIntensiveTask::computeTask() [129]
                0.00    0.00 1000000/2000000     ComputationalIntensiveTask::computeTask() [135]
[12]     0.0    0.00    0.00 2000000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [12]
-----------------------------------------------
                0.00    0.00 1000000/2000000     BranchIntensiveTask::computeTask() [129]
                0.00    0.00 1000000/2000000     ComputationalIntensiveTask::computeTask() [135]
[13]     0.0    0.00    0.00 2000000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [13]
-----------------------------------------------
                0.00    0.00 2000000/2000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [3]
[14]     0.0    0.00    0.00 2000000         std::uniform_int_distribution<int>::param_type::a() const [14]
-----------------------------------------------
                0.00    0.00 1000000/2000000     MemoryIntensiveCalculator::generateLargeMatrix(int, int) [134]
                0.00    0.00 1000000/2000000     main [1]
[15]     0.0    0.00    0.00 2000000         std::vector<int, std::allocator<int> >::operator[](unsigned long) [15]
-----------------------------------------------
                0.00    0.00 1000000/1000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [3]
[16]     0.0    0.00    0.00 1000000         std::uniform_int_distribution<int>::param_type::b() const [16]
-----------------------------------------------
                0.00    0.00 1000000/1000000     unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [18]
[17]     0.0    0.00    0.00 1000000         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [17]
                0.00    0.00    1603/1603        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [30]
-----------------------------------------------
                0.00    0.00 1000000/1000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [3]
[18]     0.0    0.00    0.00 1000000         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [18]
                0.00    0.00 1000000/1000000     std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [17]
-----------------------------------------------
                0.00    0.00 1000000/1000000     MemoryIntensiveCalculator::generateLargeMatrix(int, int) [134]
[19]     0.0    0.00    0.00 1000000         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [19]
-----------------------------------------------
                0.00    0.00    2010/2010        std::allocator<int>::~allocator() [21]
[20]     0.0    0.00    0.00    2010         __gnu_cxx::new_allocator<int>::~new_allocator() [20]
-----------------------------------------------
                0.00    0.00       1/2010        MemoryIntensiveCalculator::generateLargeMatrix(int, int) [134]
                0.00    0.00       1/2010        main [1]
                0.00    0.00       2/2010        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [111]
                0.00    0.00    1002/2010        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
                0.00    0.00    1004/2010        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [37]
[21]     0.0    0.00    0.00    2010         std::allocator<int>::~allocator() [21]
                0.00    0.00    2010/2010        __gnu_cxx::new_allocator<int>::~new_allocator() [20]
-----------------------------------------------
                0.00    0.00    2008/2008        std::allocator<int>::allocator(std::allocator<int> const&) [23]
[22]     0.0    0.00    0.00    2008         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [22]
-----------------------------------------------
                0.00    0.00       2/2008        std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [111]
                0.00    0.00    1002/2008        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [54]
                0.00    0.00    1004/2008        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [36]
[23]     0.0    0.00    0.00    2008         std::allocator<int>::allocator(std::allocator<int> const&) [23]
                0.00    0.00    2008/2008        __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [22]
-----------------------------------------------
                0.00    0.00       2/2008        std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [112]
                0.00    0.00    1002/2008        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
                0.00    0.00    1004/2008        std::vector<int, std::allocator<int> >::~vector() [45]
[24]     0.0    0.00    0.00    2008         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
-----------------------------------------------
                0.00    0.00    1002/2004        std::vector<int, std::allocator<int> >::begin() const [52]
                0.00    0.00    1002/2004        std::vector<int, std::allocator<int> >::end() const [50]
[25]     0.0    0.00    0.00    2004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [25]
-----------------------------------------------
                0.00    0.00    2004/2004        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [28]
[26]     0.0    0.00    0.00    2004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [26]
-----------------------------------------------
                0.00    0.00    2004/2004        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [64]
[27]     0.0    0.00    0.00    2004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [27]
-----------------------------------------------
                0.00    0.00    2004/2004        int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [59]
[28]     0.0    0.00    0.00    2004         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [28]
                0.00    0.00    2004/2004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [26]
-----------------------------------------------
                0.00    0.00    1000/2000        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [146]
                0.00    0.00    1000/2000        std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [161]
[29]     0.0    0.00    0.00    2000         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [29]
-----------------------------------------------
                0.00    0.00    1603/1603        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [17]
[30]     0.0    0.00    0.00    1603         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [30]
-----------------------------------------------
                0.00    0.00       2/1006        __gnu_cxx::new_allocator<int>::max_size() const [104]
                0.00    0.00    1004/1006        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [33]
[31]     0.0    0.00    0.00    1006         __gnu_cxx::new_allocator<int>::_M_max_size() const [31]
-----------------------------------------------
                0.00    0.00    1004/1004        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [43]
[32]     0.0    0.00    0.00    1004         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00    1004/1004        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [44]
[33]     0.0    0.00    0.00    1004         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [33]
                0.00    0.00    1004/1006        __gnu_cxx::new_allocator<int>::_M_max_size() const [31]
-----------------------------------------------
                0.00    0.00    1004/1004        void std::_Destroy<int*>(int*, int*) [46]
[34]     0.0    0.00    0.00    1004         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [34]
-----------------------------------------------
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [39]
[35]     0.0    0.00    0.00    1004         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [35]
                0.00    0.00    1004/1004        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [44]
-----------------------------------------------
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [41]
[36]     0.0    0.00    0.00    1004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [36]
                0.00    0.00    1004/2008        std::allocator<int>::allocator(std::allocator<int> const&) [23]
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [40]
-----------------------------------------------
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [42]
[37]     0.0    0.00    0.00    1004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [37]
                0.00    0.00    1004/2010        std::allocator<int>::~allocator() [21]
-----------------------------------------------
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [42]
[38]     0.0    0.00    0.00    1004         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [38]
                0.00    0.00    1004/1004        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [43]
-----------------------------------------------
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [41]
[39]     0.0    0.00    0.00    1004         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [39]
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [35]
-----------------------------------------------
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [36]
[40]     0.0    0.00    0.00    1004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [40]
-----------------------------------------------
                0.00    0.00       2/1004        std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [115]
                0.00    0.00    1002/1004        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
[41]     0.0    0.00    0.00    1004         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [41]
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [36]
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [39]
-----------------------------------------------
                0.00    0.00    1004/1004        std::vector<int, std::allocator<int> >::~vector() [45]
[42]     0.0    0.00    0.00    1004         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [42]
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [38]
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [37]
-----------------------------------------------
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [38]
[43]     0.0    0.00    0.00    1004         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [43]
                0.00    0.00    1004/1004        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [35]
[44]     0.0    0.00    0.00    1004         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [44]
                0.00    0.00    1004/1004        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [33]
-----------------------------------------------
                0.00    0.00       1/1004        MemoryIntensiveCalculator::generateLargeMatrix(int, int) [134]
                0.00    0.00       1/1004        main [1]
                0.00    0.00       1/1004        ComputationalIntensiveTask::~ComputationalIntensiveTask() [137]
                0.00    0.00       1/1004        BranchIntensiveTask::~BranchIntensiveTask() [131]
                0.00    0.00    1000/1004        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [68]
[45]     0.0    0.00    0.00    1004         std::vector<int, std::allocator<int> >::~vector() [45]
                0.00    0.00    1004/2008        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
                0.00    0.00    1004/1004        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [42]
                0.00    0.00    1004/1004        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [47]
-----------------------------------------------
                0.00    0.00    1004/1004        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [47]
[46]     0.0    0.00    0.00    1004         void std::_Destroy<int*>(int*, int*) [46]
                0.00    0.00    1004/1004        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [34]
-----------------------------------------------
                0.00    0.00    1004/1004        std::vector<int, std::allocator<int> >::~vector() [45]
[47]     0.0    0.00    0.00    1004         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [47]
                0.00    0.00    1004/1004        void std::_Destroy<int*>(int*, int*) [46]
-----------------------------------------------
                0.00    0.00    1002/1002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
[48]     0.0    0.00    0.00    1002         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [48]
                0.00    0.00    1002/1002        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [54]
-----------------------------------------------
                0.00    0.00    1002/1002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
[49]     0.0    0.00    0.00    1002         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [49]
-----------------------------------------------
                0.00    0.00    1002/1002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
[50]     0.0    0.00    0.00    1002         std::vector<int, std::allocator<int> >::end() const [50]
                0.00    0.00    1002/2004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [25]
-----------------------------------------------
                0.00    0.00    1002/1002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
[51]     0.0    0.00    0.00    1002         std::vector<int, std::allocator<int> >::size() const [51]
-----------------------------------------------
                0.00    0.00    1002/1002        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
[52]     0.0    0.00    0.00    1002         std::vector<int, std::allocator<int> >::begin() const [52]
                0.00    0.00    1002/2004        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [25]
-----------------------------------------------
                0.00    0.00    1002/1002        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [61]
[53]     0.0    0.00    0.00    1002         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [53]
-----------------------------------------------
                0.00    0.00    1002/1002        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [48]
[54]     0.0    0.00    0.00    1002         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [54]
                0.00    0.00    1002/2008        std::allocator<int>::allocator(std::allocator<int> const&) [23]
-----------------------------------------------
                0.00    0.00    1002/1002        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [62]
[55]     0.0    0.00    0.00    1002         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [55]
                0.00    0.00    1002/1002        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [64]
-----------------------------------------------
                0.00    0.00       1/1002        BranchIntensiveTask::BranchIntensiveTask(std::vector<int, std::allocator<int> > const&) [130]
                0.00    0.00       1/1002        ComputationalIntensiveTask::ComputationalIntensiveTask(std::vector<int, std::allocator<int> > const&) [136]
                0.00    0.00    1000/1002        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [66]
[56]     0.0    0.00    0.00    1002         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [56]
                0.00    0.00    1002/1002        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [49]
                0.00    0.00    1002/1002        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [48]
                0.00    0.00    1002/1002        std::vector<int, std::allocator<int> >::size() const [51]
                0.00    0.00    1002/1004        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [41]
                0.00    0.00    1002/2010        std::allocator<int>::~allocator() [21]
                0.00    0.00    1002/2008        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
                0.00    0.00    1002/1002        std::vector<int, std::allocator<int> >::end() const [50]
